WKT,nama,deskripsi
"POLYGON ((106.7208924 -6.0834771, 106.6824402 -6.0971325, 106.6906799 -6.1107876, 106.6851868 -6.168135, 106.7236389 -6.1913453, 106.7181458 -6.2227458, 106.742865 -6.2227458, 106.7511048 -6.2623351, 106.7785706 -6.3142062, 106.7895569 -6.3565182, 106.8060364 -6.3660721, 106.8472351 -6.3346802, 106.8664612 -6.3510588, 106.8829407 -6.3688017, 106.9158997 -6.3660721, 106.9186463 -6.3101113, 106.9076599 -6.2950964, 106.9104065 -6.2596049, 106.9406189 -6.2445886, 106.9735779 -6.1927106, 106.9653382 -6.0903049, 106.8788208 -6.0984981, 106.8129028 -6.1189805, 106.8032898 -6.093036, 106.7813172 -6.1025946, 106.7497315 -6.0725526, 106.7414917 -6.0889393, 106.7208924 -6.0834771))",DKI Jakarta,
