WKT,nama,deskripsi
"POLYGON ((106.8233382 -6.1728324, 106.8229949 -6.179659, 106.8302046 -6.179659, 106.8298613 -6.1735151, 106.8276297 -6.1711258, 106.8233382 -6.1712964, 106.8233382 -6.1728324))",taman monas,
