WKT,nama,deskripsi
"POLYGON ((106.8817552 -6.2948997, 106.8824204 -6.2967979, 106.8829354 -6.2979283, 106.8836864 -6.2999759, 106.8845018 -6.3027484, 106.8872913 -6.3049239, 106.8921407 -6.3058624, 106.8966468 -6.3068008, 106.9009643 -6.3061051, 106.9042258 -6.3054226, 106.9049125 -6.3044842, 106.90517 -6.3026926, 106.90517 -6.3004318, 106.9043117 -6.2993654, 106.902123 -6.2988536, 106.9001489 -6.2987256, 106.8976598 -6.2987256, 106.8930249 -6.2983843, 106.8895488 -6.2976592, 106.886416 -6.2953557, 106.8817552 -6.2948997))",TMII,
