WKT,nama,deskripsi
"POLYGON ((106.7983654 -6.2146447, 106.7984513 -6.2204042, 106.803129 -6.2224947, 106.8048456 -6.2246278, 106.8087509 -6.2219401, 106.8083218 -6.2210442, 106.8082789 -6.2158393, 106.8060902 -6.2155833, 106.8060902 -6.2129809, 106.7983654 -6.2146447))",GBK,
