WKT,nama,deskripsi
"POLYGON ((106.8162142 -6.3050316, 106.8163 -6.30597, 106.8169008 -6.3069938, 106.8165575 -6.3079322, 106.8158708 -6.3084441, 106.8156992 -6.3098517, 106.8163 -6.3105342, 106.8175445 -6.3104062, 106.8176733 -6.3146717, 106.8166862 -6.3151409, 106.8165575 -6.316122, 106.8190037 -6.3165485, 106.8193041 -6.3171884, 106.8211494 -6.3174869, 106.8229519 -6.317231, 106.8237673 -6.3174016, 106.8236814 -6.3178708, 106.8247114 -6.3176576, 106.8258272 -6.3110887, 106.8264709 -6.3112593, 106.826943 -6.3086147, 106.8246685 -6.308572, 106.8245827 -6.3063966, 106.8230377 -6.3063966, 106.822394 -6.3066525, 106.8205915 -6.3066099, 106.8205057 -6.3057141, 106.8192182 -6.3058847, 106.8184028 -6.3053729, 106.8162142 -6.3050316))",Ragunan,
