WKT,nama,deskripsi
"POLYGON ((106.8509001 -6.2328952, 106.8506855 -6.2334498, 106.8508142 -6.234303, 106.8516726 -6.2350283, 106.8525523 -6.2358388, 106.8527025 -6.2364361, 106.8518013 -6.239849, 106.8522948 -6.2411715, 106.8527883 -6.24211, 106.8538827 -6.2420674, 106.8530888 -6.2408515, 106.8528956 -6.239913, 106.8535179 -6.2375453, 106.8535179 -6.2361801, 106.8532604 -6.2347297, 106.8528742 -6.234815, 106.8526381 -6.2336631, 106.8524236 -6.2334498, 106.8519086 -6.2335565, 106.8512863 -6.2334925, 106.8512863 -6.2330445, 106.8509001 -6.2328952))",Tebet Eco Park,
