WKT,nama,deskripsi
"POLYGON ((106.7759121 -6.3537774, 106.7525662 -6.3861917, 106.7539395 -6.418604, 106.7632092 -6.428839, 106.7772854 -6.4448735, 106.8116177 -6.4537434, 106.8195141 -6.4626131, 106.834277 -6.4612485, 106.835307 -6.4513553, 106.8634594 -6.4503319, 106.8960751 -6.4390738, 106.9053448 -6.4168981, 106.9032849 -6.3861917, 106.8960751 -6.3752735, 106.8692959 -6.3732263, 106.8490399 -6.3493416, 106.8232907 -6.3616253, 106.8020047 -6.3725439, 106.7759121 -6.3537774))",Depok,
