WKT,nama,deskripsi
"POLYGON ((110.0219132 -7.8944292, 110.3391434 -8.0263548, 110.4627396 -8.1052177, 110.7071854 -8.2003765, 110.8307816 -8.203095, 110.8143021 -8.143284, 110.7882096 -8.1636751, 110.7895829 -8.1160942, 110.7538773 -8.0290745, 110.7785965 -7.8155257, 110.7538773 -7.8277703, 110.719545 -7.7910353, 110.6948258 -7.808723, 110.6755997 -7.7842322, 110.6591202 -7.8019201, 110.5863358 -7.808723, 110.5753495 -7.7855929, 110.535524 -7.7937566, 110.4943253 -7.7679043, 110.4448868 -7.5474153, 110.2704789 -7.7107514, 110.2526261 -7.6427023, 110.1592423 -7.6454245, 110.1166703 -7.6658402, 110.134523 -7.6916988, 110.1056839 -7.7787896, 110.0466324 -7.8522585, 110.0219132 -7.8944292))",DIY,
